"","Mean","StdErr","Selection","Shorten","SelectSP","TestSP","Year","Cycles","nDH","Ne","varE"
"72",0.925285822910291,0.004856909355044,"./pheno_400_1yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_400_1yr_nDH24_varE1_Ne600_Sd_GP","pheno",400,"1yr",2,"nDH24","Ne600","varE1"
"73",0.872398495920575,0.00502396691150588,"./pheno_400_1yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_400_1yr_nDH24_varE1_Ne600_Sd_GP","pheno",400,"1yr",3,"nDH24","Ne600","varE1"
"74",0.838062456379572,0.00518419563230339,"./pheno_400_1yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_400_1yr_nDH24_varE1_Ne600_Sd_GP","pheno",400,"1yr",4,"nDH24","Ne600","varE1"
"75",0.803589817028973,0.00630205529637504,"./pheno_400_1yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_400_1yr_nDH24_varE1_Ne600_Sd_GP","pheno",400,"1yr",5,"nDH24","Ne600","varE1"
"76",0.776742302076558,0.00610706469038942,"./pheno_400_1yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_400_1yr_nDH24_varE1_Ne600_Sd_GP","pheno",400,"1yr",6,"nDH24","Ne600","varE1"
"77",0.748419682019916,0.00608172522535994,"./pheno_400_1yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_400_1yr_nDH24_varE1_Ne600_Sd_GP","pheno",400,"1yr",7,"nDH24","Ne600","varE1"
"78",0.916834293832322,0.00497818026768907,"./pheno_400_2yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_400_2yr_nDH24_varE1_Ne600_Sd_GP","pheno",400,"2yr",1,"nDH24","Ne600","varE1"
"79",0.926260209416962,0.00507202685320455,"./pheno_400_2yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_400_2yr_nDH24_varE1_Ne600_Sd_GP","pheno",400,"2yr",2,"nDH24","Ne600","varE1"
"80",0.877027681561034,0.00598626552410715,"./pheno_400_2yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_400_2yr_nDH24_varE1_Ne600_Sd_GP","pheno",400,"2yr",3,"nDH24","Ne600","varE1"
"81",0.873533563090592,0.00450012814864801,"./pheno_400_2yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_400_2yr_nDH24_varE1_Ne600_Sd_GP","pheno",400,"2yr",4,"nDH24","Ne600","varE1"
"82",0.839117176810542,0.00515481061048674,"./pheno_400_2yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_400_2yr_nDH24_varE1_Ne600_Sd_GP","pheno",400,"2yr",5,"nDH24","Ne600","varE1"
"83",0.838040328072631,0.00479115286842745,"./pheno_400_2yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_400_2yr_nDH24_varE1_Ne600_Sd_GP","pheno",400,"2yr",6,"nDH24","Ne600","varE1"
"84",0.804427379314606,0.00663129979486946,"./pheno_400_2yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_400_2yr_nDH24_varE1_Ne600_Sd_GP","pheno",400,"2yr",7,"nDH24","Ne600","varE1"
"85",0.997676699082914,0.00325861147388652,"./rand_1000_1yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_1000_1yr_nDH24_varE1_Ne600_Sd_GP","rand",1000,"1yr",1,"nDH24","Ne600","varE1"
"86",0.999384702715019,0.00396546914490131,"./rand_1000_1yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_1000_1yr_nDH24_varE1_Ne600_Sd_GP","rand",1000,"1yr",2,"nDH24","Ne600","varE1"
"87",0.963119754183136,0.0042026223689451,"./rand_1000_1yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_1000_1yr_nDH24_varE1_Ne600_Sd_GP","rand",1000,"1yr",3,"nDH24","Ne600","varE1"
"88",0.943313536966719,0.00403229345470848,"./rand_1000_1yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_1000_1yr_nDH24_varE1_Ne600_Sd_GP","rand",1000,"1yr",4,"nDH24","Ne600","varE1"
"89",0.934439359578253,0.00452183353742677,"./rand_1000_1yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_1000_1yr_nDH24_varE1_Ne600_Sd_GP","rand",1000,"1yr",5,"nDH24","Ne600","varE1"
"90",0.918256379677986,0.00468300315214579,"./rand_1000_1yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_1000_1yr_nDH24_varE1_Ne600_Sd_GP","rand",1000,"1yr",6,"nDH24","Ne600","varE1"
"91",0.906352017368373,0.00479761472925789,"./rand_1000_1yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_1000_1yr_nDH24_varE1_Ne600_Sd_GP","rand",1000,"1yr",7,"nDH24","Ne600","varE1"
"92",0.995421443662792,0.00427899355802787,"./rand_1000_2yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_1000_2yr_nDH24_varE1_Ne600_Sd_GP","rand",1000,"2yr",1,"nDH24","Ne600","varE1"
